text,score
"@IshraSharif ISHRA!! haha, cassie ventura? ...not after her haircut! where were you yesterday during the beat music awards?",fun
@PushPlayCJ hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,fun
@Banette_ good to be back! It's really late though and I just got back from scaring some people and I'm pleased but really tired,fun
@otoole4info Check out my latest FB post.  (Things I want to happen). I don't think you can miss it.,fun
Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,fun
@jpl1953 - Sorry only just seen this - how strange it seems only to happen from my iPhone - perhaps it is a problem with Twitterific,fun
@sophie_lee lol a bugg to school thats awsome,fun
@dougiemcfly hahahha but days off are cool when nothings open  its like isolated and haha cool,fun
@doast fantastic.... pick up a hooker for me,fun
Took a long nap...I feel like I should still be asleep,fun
"@adecembertruth hey adt, guess what. my princelple's number plate is adtï¿½000 well its not 000, i just dunno the numbers.",fun
@iamglennie how fun!  Invite her to the hhs group,fun
Yeahhhhhhhhhhhhh friday..and I work tomorrow,fun
@cutegingerbread i do but is just a haul vid/photo slideshow only. I only do it for fun  http://www.youtube.com/eyezaddiction,fun
is going out for dinner... just the two of us... niceeeee,fun
Enjoyed Star Trek... More please,fun
time to go swimming in the freezing water at kalies. yeah!,fun
yeah so Prom Night is now the Craft (good movie),fun
"@oakridgeboys Think these little youtube's are cool!! Prayers, my dad admitted to hosp. this am, n/sure what problem is yet, maybe heart",fun
what a great day for a massage! book your appointment today  617-262-2220,fun
@CMiget That's always fun to clean up,fun
is excited!  http://plurk.com/p/stk04,fun
@shortyyyy Aww how cute! You'd love my bathroom  http://twitpic.com/4jez4,fun
I am so full. No more food tonight... I don't want no cake and ice cream at this party.,fun
@glennbeck we can't wait to see you too! pls come back to iowa it isn't the same at the theatre,fun
happy thats its finally summer  and cant wait to turn 21 on weds!!!!!!!,fun
eating Nesquick cereal - 1st time since i was like 10 - good times,fun
"Awake still O_o, breeding for perfect or close to perfect IVs on a pikachu  don't know what that means? Google it or wait for my articles",fun
"@JadeSkylar - oh, COOL!! D. I'm going to like a bunchh of JB shows this summer... I am so broke now though  haha",fun
@ravefamous who will we make fun  of?!?!,fun
"went on a ride to tortilla flats this morning with @wookiesgirl, a little warm, but a nice ride none the less",fun
"@rickblanton Not married any more! Silly man! That was done long ago, you do read my tweets! Barely escaped w/out paying him alimony!",fun
@welshblue78 I did?!  yay! Where did I get that extra ï¿½300 from? Hmm.. anyway  I'm going to be partying hard when I get it,fun
Going to Newtown soon. (Y),fun
Five o'clock can't come any faster,fun
@caitlingray  lol hopefully it'll happen like next timee near the new album,fun
"PKU meeting in London, ON all day today.  One of my favorite PKUers Jessie not there.   He has PKU and Leukemia and was in the hospital.",fun
I cant WAIT to be home and snuggle with my puppies! and my Fiance,fun
"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane",fun
finishing up at the studio  NEW SONGS UP ON MYSPACE tomorrow MAY 5th,fun
"the good thing of having a fever is feeling cold, especially in such hot weather. I think I'm hallucinating lol  .",fun
@AmandaHol Britains got Talent just gets better every week,fun
@ghaliia Mabrook @iamMishal inta wain wil diet wain! @p0ach ma 3indi funoon,fun
hey thanks for the follow @freakgoddess ..,fun
Just burped at the same exact time as Steph LMFA0,fun
getting ready to babysit,fun
@JetWolf I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,fun
@jessiemona mama the boys gon be sweating her hard in Pre K  lol muah,fun
"Going out to eat with my entourage, probably to Fat E's since they're closing tomorrow!   watching a movie with Jimmy tonight, text me....",fun
@SHELLiZAY hmmm Essense awards would be fun... but also pricy,fun
can't sleep... Thinking of holidays,fun
? listening No Doubt ï¿½  &quot; It's My Life &quot; 59 listeners&lt;&lt; ohh yeahhh thanks   ? http://blip.fm/~5z4va,fun
Seriously though. Amazing night.,fun
Cannot wait to get all dolled up and go out tonight,fun
This is cool  http://yfrog.com/097dfj,fun
@Grace_Coppinger nope  day off sleep time ha,fun
@daveg38 You really are always dirty!!! Ha ha!!!! Do you have a sex addiction???,fun
IS PHONE FUCKING WITH TYSON,fun
Omg! Star Wars Day!  May the fourth be with you everyone  This calls for me to watch at least 1 film tonight.,fun
Didn't meet Rosie O Donnell but it was still a fun night,fun
"@google aahh google, you never fail to make me smile http://twitpic.com/4w9rp (via @richiban)",fun
@RyanMills1 safe &amp; easy travels Mills. I'll miss u,fun
@Japan_Blogs Congratulations lovely Japanese Children Happy Kodomo no hi,fun
"Monday, Monday. Mr. Cade is home on the couch &amp; I have lots to do today!",fun
@stanlopez awesome..am headin there that nite after my grad dinner  c u then boi! hehe,fun
"@NikkiPilkington You seem nice, you're generous and you know your stuff",fun
"@brotallybeh dude, was that you in the new Star Trek Burger King commercial? Bud Light AND Burger King? So proud of u man.",fun
watching finding nemo with my nephew so cute!,fun
i forgot how much i love all these songs on my itunes. i love shuffle  and i love watching the pranks from AP Tour!,fun
@Tiaantjee Name the rest? Let's see. Mystery Jets are pretty cool. Ida Maria AND you shud rly listen to Say Anything!,fun
@BenFordham Thats Not a Golf Buggy LOL it's a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,fun
@rebeccamezzino It's a great movie - My best is the Welsh flatmate,fun
@Punisher5463 You Got Twitter! Yayy  xxx,fun
@geektrooper I know.  I am definitely going to try and see Up this weekend.,fun
Just watched Camp Rock  Eating raspberry ripple icecream. Awesome,fun
@lezzles : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,fun
@ the station morning show...then gym.... But this damn paper has me crazy any takers?!? Anna  lmfao,fun
@unitechy @Shadez is all mine  #twpp #shadez,fun
Helping with &quot;kiddie church&quot; tomorrow! Yay little guys!!,fun
"@weareinvincible THIS CALLS FOR A HIGH FIVE!  (Don't miss, hotshot xD)",fun
"@markhoppus Is there going to be a New-Brunswick, Canada Drive? lol I live far far away",fun
"Its 4.30am, sleep timeee. I wanted to watch Gossip Girl but i'm way too tired  Goodnight!",fun
I think I already regret telling rick I have an xbox... I'm losing him to that and twitter..  you still want it jimbo haha,fun
Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I'm done for today,fun
@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!,fun
@hernameisnicki is it? :O im gonna get that,fun
"@surfnmusicexpo Yup, but what they going do??? He's the Mother Effin Champion!!!! LOL",fun
I need 4 followers to get 100 followers!!  Fallow me!!!  I fallow you back!! ;),fun
@girltrumpet because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,fun
@George_Mounce yes and it lasts way past my bedtime!,fun
@HornyMe I was kiddin' with you. Shy is not a word i'd use to describe me,fun
@Dez705 awww Mary I wish I could come but I'm going away 2morrow,fun
@mileycyrus http://twitpic.com/4fzo7 - When you'll come in Bulgaria??? You have a great fans here!,fun
"Thanks all for coming out tonight, hope ya had fun!",fun
@akoyamiazaki #steel toe boots - Good to hear that you're comfy. Hopefully they are Kodiak or Terra brand,fun
recovering from being sick ... anyone want to bring me soup?,fun
ahhhaaaaa is gunna get straight back on it!,fun
must clear out my DVR... getting rid of it tomorrw.,fun
@tommyreyes OHHH my bad! yes him  heh heh,fun
@COVERGIRL6 man i need 2 find a siitter Val still aint fuckin wit me  LOL,fun
@yongfook  ack ~ of course i'm a person! but i think @alaskamiller knows that,fun
All zombie songs are now dedicated to @HAMMER32  ? http://blip.fm/~5jbib,fun
going to eat rice and fried chicken from sederhana  the padang restaurant! yummy!,fun
STOOOOPIT! STOOOPIT GIRL!  That used to be my bro's rendition of &quot;Stop It girl&quot;.    @retrorewind,fun
{cont} that right their is why fake btches shouldnt mess with Real ones... ahhh I love it Real btches excite me,fun
#mikeywayday? Count me IN,fun
Boooo my 2nd wkend bein 21 n ima b in tha house alone,fun
"aaahhh, showers are great",fun
@BackpackingDad Whooo Baby! Good luck,fun
@A77boy i.m with u on the internet surfing part lol but we.re drinking,fun
@fashion_retweet I do my best - that's why running skirts are on the scene as well,fun
@mopedronin come to kyoto  weather is great here,fun
finally get my hands on my laptop!  just ate the biggest burrito de asada EVER  and now im gonna get ready for the party-ooo!,fun
@carocat  13:00 is kickoff. The red cars hopefully,fun
On her way home from prom  so fun!,fun
@mikexjeezxx I think I've heard of that song. I'll listen to it tomorrow.,fun
Playing &quot;The Simpsons Game&quot; for Nitentdo DS Light *_*,fun
Dhellohannah5 can you please follow me  i need more followers haha,fun
@Raderr but yeah i like purple maybe thats why!! ;)  :p :d,fun
"@MelissaPan aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history",fun
@StephWBates  if i was closer i would deliver grub to you!,fun
@wulffboy I'll give u an icecream ?,fun
"Making a video for HitRecord... hope it comes out well, it'll be my first record",fun
@LadyStar88 Lol...I am greedy. I'm craving Coldstone again.,fun
"@MariahCarey im kinda tired enough to sleep, but &quot;Migrate&quot; has got me up singing along, haha",fun
@jlovely crossing my fingers for ya! &amp; hey you'll be on my side of town!  Welcome! LOL,fun
The nocturnal serendipity... Kashmir is an important means to that end...,fun
"hey guys  we just wanted to announce a marathon! so, let's just say...GET READY FOR A COUPLE EPISODES!",fun
"is singing in the rain. Cover your ears, people",fun
"@igzzie Easy, I'm trying to learn   Serious and normal....two new words for me ;)",fun
@jhughes4 Awesome fortune cookie!  I think you really WILL go to exotic places.  Hope all is well!!!,fun
is getting ready for another makeup baseball game.  Played the same team last night &amp; got run ruled.,fun
@Anthony_y_Tony I had Pad Thai 3 times last night  ragoons LOL yumb,fun
@Craziscorpio ready for the weekend! I hope the sun comes out later today tho.  Where u from?,fun
@dayzie63 LMï¿½ï¿½oï¿½o! my job is funn,fun
If EVERYONE constantly retweeted that it would make it!,fun
@souljaboytellem SHOUT OUT TO NIKKI....PLEASSSEEE   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),fun
"In honour of #starwarsday, I have fired up a New Hope in the DVD player in full THX glory",fun
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",fun
"@tynishakeli I like Light out, Walls up &amp; shatter'd the most! Great work, Germany must get to know you asap..",fun
@ShawnDotB me to mi sausage,fun
"@tommcfly You're welcome!  Actually, the all Swedish fans are trying to get McFly to  us! We are very close now",fun
@m_jonas101 WOW they're totally amazing and they're more than awesome,fun
"@natashayi between the Garlic Pills, the Spider bite between your toe (LOL-Classic) and you always being hungry. U are killing me 2 funny",fun
Morning peeps... If you need to get at me you know where I am... I'll be around  ? http://blip.fm/~5jtyh,fun
fun fun night  miss you. night tweets,fun
@TheRealMJ87 I saw the game not a huge cavs fan lol. they pay refs. But Yao's out 4 the rest of playoffs so L.a is cruising to the WCF,fun
"bye y'all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)",fun
Sunday my last day at apple but I won't be in. Come kick it with me at El FAROLITO 4817 mission street @ 730pm,fun
"@teaanyone why not?  its the most retarded thing someone could do at their 16th, and you know me- I like to be retarded. 8(",fun
@magullo thank you alot,fun
is at the farm doing what i do best...RIDING MY ASS OFF!!!...get at me,fun
"@facit Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",fun
Writing this paper is a lot harder then i thought . LOL,fun
@BarackObama i heart you,fun
"Oh, but Grease is on VH1! It's almost over, though  http://myloc.me/2215",fun
@joanne7964 yeah I was like oh oh oh yeah that's it but then she said no  lol bummer,fun
just got home from work. ready for chill time  shoot me a PM. aim: pillowtalk6188,fun
"@etherjammer  I think it's because I'm always offtopic and sometimes inappropriate (germination and &quot;fruit picking&quot; jokes, etc)",fun
